tag,x,y
"신도림눈썹문신",134.46,0.93
"신도림",98.8,0.18
"신도림네일",144.17,1.3
"신도림반영구",796.64,0.54
"신도림맛집",671.48,0.35
"신도림속눈썹",707.72,1.66
"신도림카페",1485.77,1.34
"신도림네일샵",3954.78,1.62
"신도림젤네일",371.28,2.36
"신도림타투",1186.91,4
"신도림역",3151.63,0.24
"신도림미용실",2218.26,1
"신도림디큐브시티",3586.73,0.23
"신도림맘",3286.33,0.55
"신도림애견미용",3109.33,0.58
"신도림자연눈썹",8195.45,0.99
"신도림맛집추천",3927.09,0.79
"신도림휴대폰",336.53,1.23
"신도림동",7551.44,0.11
"신도림디큐브시티맛집",4833.49,0.2
"신도림네일아트",9358.35,0.32
"신도림피부과",3120.64,0.29
"신도림애슐리",2724.65,1.03
"신도림가구",9176.25,0.37
"신도림보톡스",10497.16,0.31
"신도림필러",8882.4,0.34
"신도림누벨바그",2210.55,0.15
"신도림남자눈썹",5436.23,0.22
"신도림예식장",7719.49,0.35
"신도림머리잘하는미용실",8451.19,0.47
"신도림댄스",8762.93,0.49
"신도림살롱드프롬",22105.92,0.25
"신림",72.73,0.24
"신림타투",561.57,3.7
"신림맛집",232.07,0.46
"신림눈썹문신",559.55,0.89
"신림네일",119.46,0.7
"신림미용실",461.33,1.34
"신림역",335,0.36
"신림동",550.54,0.35
"신림술집",1205.35,0.92
"신림반영구",307.9,0.63
"신림네일샵",312.49,1.02
"신림동맛집",934.59,1.14
"신림젤네일",476.18,1.04
"신림역맛집",300.57,0.61
"신림카페",159.12,0.63
"신림꽃집",352.24,0.84
"신림속눈썹연장",658.17,1.14
"신림네일아트",4553.13,1.36
"신림동꽃집",3029.35,1.35
"신림동네일",269.88,0.8
"신림애견미용",5416.65,0.95
"신림역미용실",1068.78,1.1
"신림태닝",3519.54,6.05
"신림미용실추천",1214.64,2.99
"신림왁싱",2420.12,0.57
"신림동카페",1287.71,0.95
"신림회식장소",1820.46,3.43
"신림백순대",2243.26,0.82
"신림사거리",4892.7,0.46
"신림순대타운",2613.27,0.44
"신림동족발",816.78,3.38
"신림데이트",4681.96,0.55
"신림동원룸",5710.24,0.84
"신림동미용실",1575.02,1.04
"신림호빠",178.05,0.01
"신림동속눈썹",5456.13,1.47
"신림역속눈썹",1137.76,0.88
"신림타투샵",9407.01,1.29
"신림치킨",2579.76,1.86
"신림점",2333.07,0.6
"신림속눈썹연장잘하는곳",2223.39,0.82
"신림부동산",2317.49,1.5
"신림이자카야",3180.99,1.28
"신림원룸",3524.88,0.69
