tag,x,y
"뚝섬나들이",154,0
"뚝섬캔들공방",121,0
"백종원의골목식당뚝섬",56,0
"뚝섬역8번출구",40,0
"문래",1088,0.07
"문래동",827,0.1
"문래동맛집",535,0.05
"문래창작촌",999,0.05
"문래맛집",575,0.03
"문래역",969,0.01
"문래동꽃집",167,0.01
"올드문래",250,0.01
"문래술집",392,0
"문래동루프탑",43,0
"문래창작촌꽃집",27,0
"문래동곱창",259,0
"문래떡집",20,0
"밀크티",629,1.14
"방배",854,0.13
"방배동",864,0.16
"방배동맛집",1070,0.11
"방배동카페",504,0.04
"방배맛집",278,0.05
"방배동미용실",546,0.02
"방배동꽃집",486,0.03
"방배미용실",2134,0.01
"방배꽃집",373,0.02
"방배카페",1135,0.02
"방배역",289,0.02
"방배맘",444,0.01
"방배역미용실",1058,0.01
"방배동카페골목",228,0.02
"방배네일",208,0.02
"방배동네일",228,0.01
"방배사이길",236,0.01
"방배역맛집",660,0.02
"방배카페골목",376,0.01
"방배동속눈썹펌",875,0
"방배동pt",2053,0
"방배동인테리어",320,0
"방배동꽃배달",248,0
"방배동핫플",306,0
"준오헤어방배2호점",1303,0
"방배pt",166,0
"방배점",214,0
"방배동피부관리실",429,0
"방배동술집",178,0
"방배헬스",128,0
"방배호빠",1422,0.83
"방배동카페거리",244,0
"방배동헬스",854,0
"방배타투",198,0
"방배동사이길",146,0
"방배동성당",355,0
"방배카페거리",179,0
"새마을휘트니스방배점",126,0
"방배동타투",113,0
"방배동맘",208,0
"방배술집",173,0
"방배피티",162,0
"방배스튜디오",114,0
"방배역치과",43,0
"방배동헤어샵",82,0
"방배동원룸",748,0
"팀방배",56,0
"방배동족발",39,0
"방배조개창고",57,0
"방배동보쌈",17,0
"방배동42길",64,0
"방배웨딩홀",56,0
"방배동성인용품",5,0
"방배1호점",50,0
"방배동안경",12,0
"방배동pc방",14,0
"봉천동",420,0.08
"봉천",259,0.08
"봉천동맛집",315,0.04
"봉천동꽃집",451,0.01
"봉천맛집",526,0.01
"봉천역맛집",486,0.01
"봉천속눈썹",1071,0
"봉천역",709,0.01
"봉천애견미용",218,0
"봉천동원룸",217,0
"봉천동태닝",268,0
"봉천동족발",180,0
"봉천예술관",94,0
"봉천동인테리어",107,0
"봉천역속눈썹",1048,0
"봉천동야식",9,0
"봉천동보쌈",8,0
"봉천황소곱창",41,0
"사당",455,0.32
"사당맛집",542,0.14
"사당역",436,0.08
"사당역맛집",1500,0.05
"사당네일",602,0.04
"사당족발",222,0.03
"국회의사당",688,0.06
"사당카페",587,0.04
"사당눈썹문신",4622,0.01
"국회의사당맛집",384,0.02
"사당반영구",1505,0.02
"사당속눈썹",839,0.02
"사당미용실",884,0.02
"사당역카페",547,0.01
"사당동",398,0.02
"사당꽃집",239,0.01
"사당술집",963,0.01
"사당속눈썹펌",929,0.01
"사당역미용실",1838,0.01
"사당댄스학원",2857,0
"국회의사당역",225,0.01
"사당댄스",2762,0
"사당메이크업",348,0
"사당눈썹",348,0
"사당동맛집",1265,0.01
"사당역술집",970,0.01
"사당동네일",150,0.01
"사당동카페",606,0.01
"사당맛집추천",455,0
"사당맘",238,0
"국회의사당역맛집",683,0
"사당역데이트",523,0
"사당연습실",206,0.01
"사당동떡집",1062,0
"사당허벌라이프",259,0
"사당다이어트",219,0
"사당점핑",178,0
"사당맥주",101,0
"사당곱창",72,0
"사당호빠",317,1.09
"사당피부관리",208,0
"사당역맛집추천",547,0
"사당역고기집",498,0
"사당태닝",359,0
"사당원룸",30,0
"사당역요가",236,0
"사당웨딩홀",97,0
"사당허벌",175,0
"사당마사지",33,0
"사당역피부관리",292,0
"사당포장",75,0
"사당키스방",26,0
"사당동성인용품",5,0
"사당역만화카페",11,0
"사당동웨딩홀",19,0
"삼성역",280,0.33
"삼성역맛집",1149,0.04
"삼성역카페",911,0.01
"삼성역회식",2027,0
"삼성역술집",1297,0
"삼성역맛집추천",203,0.01
"이대삼성홀",597,0
"삼성역헬스",402,0
"삼성역포토스팟",211,0
"상왕십리",669,0.02
"상왕십리맛집",1377,0.01
"상왕십리미용실",765,0
"상왕십리역",423,0
"상왕십리역맛집",1066,0
"상왕십리스타벅스",24,0
"서울대입구",1089,0.61
"서울대입구역",242,0.08
"서울대입구맛집",686,0.09
"서울대입구역맛집",2960,0.04
"서울대입구네일",940,0.04
"서울대입구카페",1067,0.03
"서울대입구미용실",1272,0.01
"서울대입구꽃집",464,0.01
"서울대입구역꽃집",499,0.01
"서울대입구속눈썹",705,0.01
"서울대입구네일샵",323,0.02
"서울대입구속눈썹연장",707,0.01
"서울대입구역미용실",224,0.01
"서울대입구역네일",247,0
"서울대입구헬스",1520,0.01
